L,H,Asset,Model,RMSE,MAE,Directional_Accuracy,N_Windows,MCS_Status
42,5,EWW,Historical Mean,0.036946075659924874,0.028209196876371384,0.48571428571428565,5,Excluded
42,5,EWW,MLP,0.33273777767979307,0.2504934979073261,0.5067669172932331,5,Excluded
42,5,EWW,Random Forest,0.03742235477556531,0.02853371752170742,0.48646616541353377,5,Excluded
42,5,EWW,Random Walk,0.036892619400852075,0.0281412303552211,0.5,5,Excluded
42,5,EWW,Ridge,0.039251969771537186,0.0296862456749571,0.5233082706766917,5,Excluded
42,5,EWW,VAR,0.036980641950311935,0.02824017589725894,0.47593984962406016,5,Excluded
42,5,EWZ,AR Linear,0.0514388426339353,0.03877426941187982,0.48571428571428565,5,Excluded
42,5,EWZ,ARCH,0.051239477839910307,0.03882730959066093,0.48345864661654137,5,In MCS
42,5,EWZ,ARIMA,0.05158219410604394,0.03891548980976678,0.4932330827067669,5,Excluded
42,5,EWZ,Diffusion,0.05223237985321377,0.039161058460869806,0.5293233082706766,5,Excluded
42,5,EWZ,GARCH,0.052652320130534246,0.04014926114762814,0.48345864661654137,5,Excluded
42,5,EWZ,Historical Mean,0.05108012340907349,0.03853509894434503,0.518796992481203,5,Excluded
42,5,EWZ,MLP,0.28800418415256956,0.21628641567514056,0.5037593984962406,5,Excluded
42,5,EWZ,Random Forest,0.05152248317674389,0.03900799499613811,0.5112781954887218,5,Excluded
42,5,EWZ,Random Walk,0.051154117006984114,0.038618061388677426,0.5,5,Excluded
42,5,EWZ,Ridge,0.05739716908318767,0.04375113376369476,0.4511278195488722,5,Excluded
42,5,EWZ,VAR,0.05124552259124697,0.038798633334764285,0.48571428571428565,5,Excluded
42,5,GXG,AR Linear,0.049646769131710025,0.03589574375558714,0.5466165413533834,5,Excluded
42,5,GXG,ARCH,0.049788508186172295,0.035988669509053925,0.5458646616541353,5,In MCS
42,5,GXG,ARIMA,0.05073365947311187,0.036476776242607686,0.4842105263157895,5,Excluded
42,5,GXG,Diffusion,0.05065842585608513,0.03629039593610506,0.5353383458646617,5,Excluded
42,5,GXG,GARCH,0.04963627393982832,0.03607854184530384,0.5458646616541353,5,Excluded
42,5,GXG,Historical Mean,0.050164497694776544,0.03611849339098638,0.5203007518796993,5,Excluded
42,5,GXG,MLP,0.2943067927565514,0.21638680472130173,0.4864661654135339,5,Excluded
42,5,GXG,Random Forest,0.05070183117000051,0.036677602827338895,0.47518796992481205,5,Excluded
42,5,GXG,Random Walk,0.050130594537914644,0.03616196723952357,0.5,5,Excluded
42,5,GXG,Ridge,0.05320122734905325,0.03870709728950374,0.5263157894736843,5,Excluded
42,5,GXG,VAR,0.04982878737681747,0.03604862481915034,0.5353383458646617,5,Excluded
